11757,0
16754,0
21755,0
26752,0
31753,0
36750,0
41751,0
46748,0
51749,0
56745,0
61746,0
66744,0
71744,0
76744,0
81743,0
86739,0
91740,0
96737,0
101742,0
106735,0
111736,0
116733,0
121734,0
126731,0
131732,0
136729,0
141729,0
146726,0
151728,0
156724,0
161725,0
166722,0
171723,0
176720,0
181721,0
186718,0
191719,0
196715,0
201716,0
206713,0
211715,0
216711,0
221712,0
226709,0
231709,0
236711,0
241708,0
246708,0
251705,0
256706,0
261704,0
266704,0
271701,0
276703,0
281700,0
286700,0
291697,0
296698,0
301695,0
306696,0
311692,0
316693,0
321691,0
326692,0
331689,0
336689,0
341686,0
346687,0
351683,0
356685,0
361682,0
366683,0
371680,0
376680,0
381678,0
386678,0
391676,0
396676,0
401673,0
406674,0
411671,0
416672,0
421669,0
426669,0
431667,0
436667,0
441664,0
446665,0
451662,0
456663,0
461660,0
466661,0
471657,0
476659,0
481655,0
486657,0
491653,0
496654,0
501651,0
506653,0
511649,0
516651,0
521647,0
526648,0
531645,0
536645,0
541642,0
546644,0
