68,796875
67,82031
68,30859
66,35547
67,33203
67,33203
65,86719
65,37891
66,35547
65,86719
63,914062
65,86719
64,40234
63,42578
63,914062
62,9375
63,914062
63,42578
61,472656
61,472656
62,9375
60,984375
60,496094
61,472656
60,007812
60,984375
59,51953
58,54297
59,03125
58,054688
58,54297
58,054688
57,566406
56,589844
56,589844
55,61328
57,078125
57,078125
55,61328
56,589844
55,61328
56,589844
55,125
54,63672
53,660156
53,660156
54,63672
54,63672
53,660156
53,171875
53,660156
52,195312
52,683594
51,70703
52,683594
51,21875
51,70703
50,73047
51,70703
50,242188
50,242188
51,21875
50,73047
49,265625
48,777344
50,242188
48,289062
49,753906
49,753906
48,777344
49,753906
48,289062
49,265625
47,3125
48,289062
46,82422
47,3125
47,80078
47,80078
48,289062
46,335938
46,335938
46,82422
46,335938
45,847656
45,359375
46,82422
44,382812
44,871094
44,871094
44,871094
44,382812
44,382812
44,871094
44,871094
45,359375
43,89453
44,871094
44,382812
44,382812
42,91797
43,89453
44,382812
43,89453
43,40625
41,941406
43,89453
43,89453
41,941406
41,941406
41,941406
41,941406
43,40625
43,40625
42,91797
41,453125
41,941406
41,453125
40,476562
41,453125
40,964844
39,98828
40,964844
39,98828
40,476562
39,5
40,476562
39,5
40,964844
40,476562
39,98828
39,5
40,476562
39,5
39,01172
39,5
39,5
39,5
38,035156
39,5
39,98828
39,01172
39,98828
39,01172
38,523438
39,5
39,01172
38,523438
37,546875
38,523438
39,01172
37,546875
37,546875
37,546875
37,546875
37,058594
38,523438
38,035156
38,035156
38,035156
37,546875
37,546875
38,035156
37,058594
37,058594
38,035156
36,570312
37,058594
35,59375
36,570312
36,570312
37,058594
36,570312
36,570312
37,058594
37,058594
35,10547
35,10547
36,570312
35,10547
35,10547
36,08203
36,08203
35,59375
36,08203
36,08203
36,08203
34,617188
36,08203
36,570312
35,59375
35,59375
35,10547
34,617188
34,128906
35,10547
34,617188
35,10547
34,128906
33,152344
34,128906
35,10547
34,128906
33,640625
34,617188
33,640625
33,152344
34,128906
32,664062
34,128906
33,152344
34,128906
35,10547
33,152344
32,664062
33,640625
32,17578
33,152344
33,640625
32,664062
33,152344
32,17578
31,6875
33,152344
32,17578
31,6875
33,152344
31,6875
32,664062
32,17578
31,6875
31,6875
31,6875
32,664062
32,664062
33,152344
32,664062
31,199219
31,199219
30,222656
32,17578
33,152344
32,664062
31,6875
32,17578
32,17578
30,222656

