86715,0
91713,0
96714,0
101711,0
106711,0
111712,0
116710,0
121707,0
126707,0
131704,0
136705,0
141702,0
146702,0
151700,0
156701,0
161698,0
166699,0
171696,0
176697,0
181693,0
186695,0
191692,0
196692,0
201689,0
206690,0
211687,0
216688,0
221685,0
226686,0
231683,0
236683,0
241680,0
246681,0
251678,0
256679,0
261680,0
266678,0
271678,0
276675,0
281676,0
286673,0
291673,0
296671,0
301671,0
306669,0
311669,0
316666,0
321667,0
326664,0
331665,0
336662,0
341662,0
346659,0
351661,0
356658,0
361659,0
366656,0
371656,0
376653,0
381654,0
386652,0
391652,0
396649,0
401650,0
406646,0
411648,0
416644,0
421646,0
426642,0
431643,0
436640,0
441641,0
446638,0
451639,0
456636,0
461636,0
466634,0
471634,0
476632,0
481632,0
486629,0
491631,0
496627,0
501627,0
506625,0
511626,0
516623,0
521624,0
526620,0
531622,0
536618,0
541620,0
546616,0
551617,0
556614,0
561614,0
566612,0
571613,0
576610,0
581611,0
586608,0
591608,0
596605,0
601606,0
606603,0
611605,0
616601,0
621602,0
626598,0
631600,0
636597,0
641597,0
646594,0
651596,0
656592,0
661593,0
666589,0
671591,0
676588,0
681589,0
686586,0
691586,0
696583,0
701584,0
706581,0
711583,0
716579,0
721580,0
726576,0
731577,0
736574,0
741575,0
746572,0
751573,0
756570,0
761572,0
766568,0
771569,0
776565,0
781566,0
786564,0
791565,0
796562,0
801563,0
806559,0
811561,0
816557,0
821559,0
826554,0
831556,0
836553,0
841554,0
846551,0
851551,0
856549,0
861549,0
866550,0
871547,0
876548,0
881545,0
886545,0
891543,0
896544,0
901541,0
906542,0
911538,0
916539,0
921536,0
926537,0
931533,0
936535,0
941532,0
946533,0
951530,0
956531,0
961527,0
966528,0
971525,0
976526,0
981523,0
986524,0
991521,0
996521,0
1001519,0
1006520,0
1011516,0
1016517,0
1021514,0
1026515,0
1031512,0
1036512,0
1041510,0
1046511,0
1051508,0
1056508,0
1061505,0
1066506,0
1071503,0
1076504,0
1081501,0
1086501,0
1091499,0
1096499,0
1101496,0
1106497,0
1111494,0
1116496,0
1121492,0
1126493,0
1131491,0
1136491,0
1141488,0
1146489,0
1151486,0
1156487,0
1161484,0
1166484,0
1171481,0
1176483,0
1181479,0
1186480,0
1191477,0
1196478,0
1201474,0
1206476,0
1211473,0
1216473,0
1221471,0
1226471,0
1231468,0
1236469,0
1241466,0
1246467,0
1251463,0
1256465,0
1261462,0
1266462,0
1271459,0
1276460,0
1281457,0
1286457,0
1291454,0
1296456,0
1301452,0
1306454,0
1311450,0
1316452,0
